number,description,dimensions,product_number
6409,Iron Cocktail Table with Wheels,35 x 35 x 18H,6409
6414*,Iron Lift-Top Table,34 Dia x 32 - 43H,6409
6412,Iron barstool,17 x 15 x 30 - 35H,6409
6403,6-Drawer Chest with Casters,27 x 19 x 40H,6409
6472*,"Iron Lift-Top Table, Solid Wood Top",24 Dia x 20 - 26H,6409
6472*,"Iron Lift-Top Table, Solid Wood Top",24 Dia x 20 - 26H,6472*
710-30*,Cocktail Table with Glass Top,52 x 28x 18.5H,710-30*
710-04*,Round End Table with Glass Top,30 Dia x 21H,710-30*
710-05*,Sofa Table with Glass Top,50 x 19 x 28H,710-30*
8079-30,Cocktail Table,47.25 x 23.5 x 17.75H,8079-30
8079-04,End Table,22 x 22 x 21.25H,8079-30
8079-05,Sofa Table,47.25 x 15.75 x 28H,8079-30
8219-30*,Cocktail Table with Glass Top,47 x 24 x 17H,8219-30*
8324-4,Ottoman,36.25 x 36.25 x 18.25H,8324-4
8335-4,Ottoman,38 x 38 x 19.25H,8335-4
8337FA-4,Ottoman,46 x 23.5 x 19H,8337FA-4
8412-30,Cocktail Table With Marble Top,52 x 30 x 20H,8412-30
8412-04,End Table with Marble Top,28 x 26 x 24H,8412-30
8477-4,Ottoman,37 x 28 x 20H,8477-4
9815-30,Cocktail Table,48 x 28 x 20.25H,9815-30
9815-04,End Table,28 x 26 x 24.25H,9815-30
9815-05,Sofa Table,52 x 18 x 30.25H,9815-30
1349K-1CK*,California King Bed,HB: 54.25H   FB: 27H,1349T-1*
1349K-1EK*,Eastern King Bed,HB: 54.25H   FB: 27H,1349T-1*
1349-1*,Queen Bed,HB: 54.25H   FB: 27H,1349T-1*
1349F-1*,Full Bed,HB: 54.25H   FB: 27H,1349T-1*
1349T-1*,Twin Bed,HB: 54.25H   FB: 27H,1349T-1*
1349-4,Night Stand,24 x 18 x 26H,1349T-1*
1349-5,Dresser,54 x 18 x 40H,1349T-1*
1349-6,Mirror,39 x 2 x 33H,1349T-1*
1349-9,Chest,33 x 18 x 52H,1349T-1*
1356TPRBK-T*,Twin Bed with Three Storage Boxes,HB: 54.25H   FB: 21H,1356PRBK-1*
1356BK-4,Night Stand,24 x 16 x 23.75H,1356PRBK-1*
1356BK-9,Chest,32 x 19 x 48H,1356PRBK-1*
1356FPRBK-R*,FULL Bed with Twin Trundle,HB: 54.25H   FB: 21H,1356PRBK-1*
1356BK-15,Writing Desk,46 x 24 x 30H,1356PRBK-1*
1356TBK-1*,Twin Bed,HB: 54.25H FB: 16H,1356TBK-1*
1356BK-4,Night Stand,24 x 16 x 23.75H,1356TBK-1*
1356BK-5,Dresser,54.25 x 19 x 33H,1356TBK-1*
1356BK-6,Mirror,39 x 2.5 x 35H,1356TBK-1*
1356BK-9,Chest,32 x 19 x 48H,1356TBK-1*
1356BK-15,Writing Desk,46 x 24 x 30H,1356TBK-1*
1356TC-1*,Twin Bed,HB: 54.25H FB: 16H,1356TC-1*
1356C-4,Night Stand,24 x 16 x 23.75H,1356TC-1*
1356C-5,Dresser,54.25 x 19 x 33H,1356TC-1*
1356C-6,Mirror,39 x 2.5 x 35H,1356TC-1*
1356C-9,Chest,32 x 19 x 48H,1356TC-1*
1356W-4,Night Stand,24 x 16 x 23.75H,1356TPRW-1*
1356W-9,Chest,32 x 19 x 48H,1356TPRW-1*
1356TPRW-T*,Twin Bed with Three Storage Boxes,HB: 54.25H   FB: 21H,1356TPRW-1*
1356FPRW-R*,FULL Bed with Twin Trundle HB: 54.25H   FB: 21H,HB: 54.25H   FB: 21H,1356TPRW-1*
1356W-15,Writing Desk,46 x 24 x 30H,1356TPRW-1*
1356TW-1*,Twin Bed,HB: 54.25H FB: 16H,1356TW-1*
1356W-4,Night Stand,24 x 16 x 23.75H,1356TW-1*
1356W-5,Dresser,54.25 x 19 x 33H,1356TW-1*
1356W-6,Mirror,39 x 2.5 x 35H,1356TW-1*
1356W-9,Chest,32 x 19 x 48H,1356TW-1*
1356W-15,Writing Desk,46 x 24 x 30H,1356TW-1*
1386D*,Daybed,82 x 41 x 56H,1386D-1*
1386-10,Writing Desk Hutch,48 x 13 x 34H,1386D-1*
1386-11,Writing Desk,50 x 24 x 30H,1386D-1*
1386-11C,Chair,18 x 21 x 38H,1386D-1*
1386-7,Armoire,35 x 19 x 55H,1386D-1*
1386DNC-1,Daybed,82 x 41 x 56H,1386DNC-1*
1386NC-10,Writing Desk Hutch,48 x 13 x 34H,1386DNC-1*
1386NC-11,Writing Desk,50 x 24 x 30H,1386DNC-1*
1386NC-11C,Chair,18 x 21 x 38H,1386DNC-1*
1386NC-7,Armoire,35 x 19 x 55H,1386DNC-1*
1386T-1*,Twin Bed,HB: 56H   FB: 27.5H,1386T-1*
1386-4,Night Stand,24 x 17 x 29H,1386T-1*
1386-5,Dresser,56 x 18 x 33H,1386T-1*
1386-6,Mirror,38 x   2 x 44H,1386T-1*
1386-9,Chest,33 x 18 x 48H,1386T-1*
1386-12,7-Drawer Tall Chest,24 x 17 x 56H,1386T-1*
1386TNC-1*,Twin Bed,HB: 56H   FB: 27.5H,1386TNC-1*
1386NC-4,Night Stand,24 x 17 x 29H,1386TNC-1*
1386NC-5,Dresser,56 x 18 x 33H,1386TNC-1*
1386NC-6,Mirror,38 x 2 x 44H,1386TNC-1*
1386NC-9,Chest,33 x 18 x 48H,1386TNC-1*
1386NC-12,7-Drawer Tall Chest,24 x 17 x 56H,1386TNC-1*
1386TPP-1*,Twin Canopy Poster Bed,HB: 76H   FB:76H,1386TPP-1*
1386PP-R,Twin Trundle for Canopy Bed,74.5 x 38.5 x 10H,1386TPP-1*
1386-4,Night Stand,24 x 17 x 29H,1386TPP-1*
1386-5,Dresser,56 x 18 x 33H,1386TPP-1*
1386-6,Mirror,38 x   2 x 44H,1386TPP-1*
1386-9,Chest,33 x 18 x 48H,1386TPP-1*
1386TPPNC-1*,Twin Canopy Poster Bed,HB: 76H   FB:76H,1386TPPNC-1*
1386PPNC-R,Twin Trundle for Canopy Bed,74.5 x 38.5 x 10H,1386TPPNC-1*
1386NC-4,Night Stand,24 x 17 x 29H,1386TPPNC-1*
1386NC-5,Dresser,56 x 18 x 33H,1386TPPNC-1*
1386NC-6,Mirror,38 x 2 x 44H,1386TPPNC-1*
1386NC-9,Chest,33 x 18 x 48H,1386TPPNC-1*
1708K-1CK*,California King Sleigh Bed,HB: 60H FB: 16H,1708T-1*
1708K-1EK*,Eastern King Sleigh Bed,HB: 60H FB: 16H,1708T-1*
1708-1*,Queen Sleigh Bed,HB: 60H FB: 16H,1708T-1*
1708F-1*,Full Sleigh Bed,HB: 60H FB: 16H,1708T-1*
1708T-1*,Twin Sleigh Bed,HB: 60H FB: 16H,1708T-1*
1708-4,Night Stand,24 x 17 x 27.5H,1708T-1*
1708-5,Dresser,59 x 18 x 37H,1708T-1*
1708-6,Mirror,47.25 x 1 x 38H,1708T-1*
1708-9,Chest,36 x 18 x 48H,1708T-1*
1708KBK-1CK*,California King bed,HB: 60H  FB: 16H,1708TBK-1*
1708KBK-1EK*,Eastern King Bed,HB: 60H  FB: 16H,1708TBK-1*
1708BK-1*,Queen Bed,HB: 60H  FB: 16H,1708TBK-1*
1708FBK-1*,Full Bed,HB: 60H  FB: 16H,1708TBK-1*
1708TBK-1*,Twin Bed,HB: 60H  FB: 16H,1708TBK-1*
1708BK-4,Night Stand,24 x 17 x 27.5H,1708TBK-1*
1708BK-5,Dresser,59 x 18 x 37H,1708TBK-1*
1708BK-6,Mirror,47.25 x 1 x 38H,1708TBK-1*
1708BK-9,Chest,36 x 18 x 48H,1708TBK-1*
1758-1,Queen Canopy Platform Bed,HB:77H,1758T-1
1758T-1,Twin Canopy Platform Bed,HB:77H,1758T-1
1759-1,Queen Canopy Platform Bed,HB:73.5H,1759T-1
1759T-1,Twin Canopy Platform Bed,HB:73.5H,1759T-1
1761-1,Queen Canopy Platform Bed,HB:77H,1761T-1
1761T-1,Twin Canopy Platform Bed,HB:77H,1761T-1
1810T-1*,Twin Bed,HB: 52H   FB: 27.5H,1810T-1*
1810-4,Night Stand,23 x 17 x 26H,1810T-1*
1810-5,Dresser,58 x 18 x 36H,1810T-1*
1810-6,Mirror,45 x 1.5 x 38H,1810T-1*
1810-9,Chest,36 x 18 x 50H,1810T-1*
1856KNG-1CK*,California King bed,HB: 50.25H  FB: 30.5H,1856
1856KNG-1EK*,Eastern King Bed,HB: 50.25H  FB: 30.5H,1856
1856NG-1*,Queen Bed,HB: 50.25H  FB: 30.5H,1856
1856FNG-1*,Full Bed,HB: 50.25H  FB: 30.5H,1856
1856TNG-1*,Twin Bed,HB: 50.25H  FB: 30.5H,1856
1856NG-4,"Night Stand, Hidden Drawer",21.25 x 15.75 x 24H,1856
1856NG-5,"Dresser, Two Hidden Drawers",59.5 x 17.5 x 34.5H,1856
1856NG-6,Mirror,38.5  x 1.25  x  38.25H,1856
1856NG-9,"Chest, Hidden Drawer",31.75  x  17.5  x  47.5H,1856
1856K-1CK*,California King Sleigh Bed,HB: 50.25H FB: 30.5H,1856T-1*
1856K-1EK*,Eastern King Sleigh Bed,HB: 50.25H FB: 30.5H,1856T-1*
1856-1*,Queen Sleigh Bed,HB: 50.25H FB: 30.5H,1856T-1*
1856F-1*,Full Sleigh Bed,HB: 50.25H FB: 30.5H,1856T-1*
1856T-1*,Twin Sleigh Bed,HB: 50.25H FB: 30.5H,1856T-1*
1856-4,"Night Stand, Hidden Drawer",21.25 x 15.75 x 24H,1856T-1*
1856-5,"Dresser, Two Hidden Drawers",59.5 x 17. 5 x 34.5H,1856T-1*
1856-6,Mirror,38.5 x 1.25 x 38.25H,1856T-1*
1856-9,"Chest, Hidden Drawer",31.75 x 17.5 x 47.5H,1856T-1*
1904K-1CK*,California King,HB: 53.5H FB: 21.25H,1904T-1*
1904K-1EK*,Eastern King,HB: 53.5H FB: 21.25H,1904T-1*
1904-1*,Queen Bed,HB: 53.5H FB: 21.25H,1904T-1*
1904F-1*,Full Bed,HB: 53.5H FB: 21.25H,1904T-1*
1904T-1*,Twin Bed,HB: 53.5H FB: 21.25H,1904T-1*
1904-4,Night Stand,23.5 x 16.5 x 26.75H,1904T-1*
1904-5,Dresser,59 x 16.5 x 36.75H,1904T-1*
1904-6,Mirror,41 x 1.25 x 39H,1904T-1*
1904-9,Chest,33 x 16.5 x 50.25H,1904T-1*
1904KGY-1CK*,California King bed,HB: 53.5 FB:21.25,1904TGY-1*
1904KGY-1EK*,Eastern King Bed,HB: 53.5 FB:21.25,1904TGY-1*
1904GY-1*,Queen Bed,HB: 53.5 FB:21.25,1904TGY-1*
1904FGY-1*,Full Bed,HB: 53.5 FB:21.25,1904TGY-1*
1904TGY-1*,Twin Bed,HB: 53.5 FB:21.25,1904TGY-1*
1904GY-4,Night Stand,23.5 x 16.5 x 26.75H,1904TGY-1*
1904GY-5,Dresser,59 x 16.5 x 36.75H,1904TGY-1*
1904GY-6,Mirror,41 x 1.25 x 39H,1904TGY-1*
1904GY-9,Chest,33 x 16.5 x 50.25H,1904TGY-1*
1936K-1CK*,California King,HB: 49H FB: 18.75H,1936T-1*
1936K-1EK*,Eastern King,HB: 49H FB: 18.75H,1936T-1*
1936-1*,Queen Bed,HB: 49H FB: 18.75H,1936T-1*
1936F-1*,Full Bed,HB: 49H FB: 18.75H,1936T-1*
1936T-1*,Twin Bed,HB: 49H FB: 18.75H,1936T-1*
1936-4,Night Stand,23.5 x 15.75 x 23H,1936T-1*
1936-5,Dresser,59 x 15.75 x 35.75H,1936T-1*
1936-6,Mirror,37.25 x 0.75 x 38.5,1936T-1*
1936-9,Chest,33.5 x 15.75 x 48H,1936T-1*
1955K-1CK*,California King,HB: 52H FB: 18H,1955T-1*
1955K-1EK*,Eastern King,HB: 52H FB: 18H,1955T-1*
1955-1*,Queen Bed,HB: 52H FB: 18H,1955T-1*
1955F-1*,Full Bed,HB: 52H FB: 18H,1955T-1*
1955T-1*,Twin Bed,HB: 52H FB: 18H,1955T-1*
1955-4,Night Stand,22 x 16 x 23H,1955T-1*
1955-5,Dresser,58 x 16 x 36H,1955T-1*
1955-6,Mirror,41 x 1 x 36H,1955T-1*
1955-9,Chest,34 x 16 x 48H,1955T-1*
1977K-1CK*,California King,HB: 63.5H FB: 31.5H,1977T-1*
1977K-1EK*,Eastern King,HB: 63.5H FB: 31.5H,1977T-1*
1977-1*,Queen Bed,HB: 63.5H FB: 31.5H,1977T-1*
1977F-1*,Full Bed,HB: 63.5H FB: 31.5H,1977T-1*
1977T-1*,Twin Bed,HB: 63.5H FB: 31.5H,1977T-1*
1977-4,Night Stand,28 x 16 x 27.75H,1977T-1*
1977-5,Dresser,62 x 17.75 x 38.25H,1977T-1*
1977-6,Mirror,46 x 2.5 x 36H,1977T-1*
1977-9,Chest,38 x 17.75 x 52.25H,1977T-1*
1977-7,Armoire,41.5 x 22 x 67.75H,1977T-1*
2020TBK-1,Twin Metal Platform Bed,HB: 35H  FB: 23H,2020TBK
2021TW-1,Twin Metal Platform Bed,HB: 35H  FB: 23H,2021TW-1
2024-1HB,Queen/FULL Headboard,HB: 48.5H,2024-1HB
2024T-1HB,Twin Headboard,HB: 48.5H,2024-1HB
2025-1HB,Queen/FULL Headboard,HB: 48.5H,2025-1HB
2025T-1HB,Twin Headboard,HB: 48.5H,2025-1HB
2026PU-1HB,Queen/FULL Headboard,HB: 48.5H,2026PU-1HB
2026TPU-1HB,Twin Headboard,HB: 48.5H,2026PU-1HB
2039TC-1*,Twin Bed,HB: 52H  FB: 26H,2039TC-1*
2039C-4,Night Stand,23.75 x 15.75 x 24H,2039TC-1*
2039C-5,Dresser,54 x 17 x 33H,2039TC-1*
2039C-6,Mirror,38.25 x 2 x 42H,2039TC-1*
2039C-9,Chest,32 x 17 x 48H,2039TC-1*
2039TW-1*,Twin Bed,HB: 52H    FB:26H,2039TW-1*
2039W-4,Night Stand,23.75 x 15.75 x 24H,2039TW-1*
2039W-5,Dresser,54 x 17 x 33H,2039TW-1*
2039W-6,Mirror,38.25 x 2 x 42H,2039TW-1*
2039W-9,Chest,32 x 17 x 48H,2039TW-1*
2042-1*,Queen Bed,HB: 48H  FB: 16H,2042T-1*
2042F-1*,Full Bed,HB: 48H  FB: 16H,2042T-1*
2042T-1*,Twin Bed,HB: 48H  FB: 16H,2042T-1*
2042-4,Night Stand,22 x 16 x 22H,2042T-1*
2042-5,Dresser,54 x 16 x 36H,2042T-1*
2042-6,Mirror,36 x 1.5 x 36H,2042T-1*
2042-9,Chest,34 x 16 x 48H,2042T-1*
2046K-1CK*,California King,HB: 50.5H FB: 16.5H,2046T-1*
2046K-1EK*,Eastern King,HB: 50.5H FB: 16.5H,2046T-1*
2046-1*,Queen Bed,HB: 50.5H FB: 16.5H,2046T-1*
2046F-1*,Full Bed,HB: 50.5H FB: 16.5H,2046T-1*
2046T-1*,Twin Bed,HB: 50.5H FB: 16.5H,2046T-1*
2046-4,Night Stand,23.75 x 16.5 x 25.5H,2046T-1*
2046-5,Dresser,58 x 17 x 33.75H,2046T-1*
2046-6,Mirror,38.5 x 1.5 x 42.25H,2046T-1*
2046-9,Chest,36 x 17 x 50.25H,2046T-1*
2046-15,Writing Desk,47.75 x 18 x 31H,2046T-1*
2047TBK-1,Twin Metal Platform Bed,HB: 39.5H  FB: 25.75H,2047TBK-1
2048FW-1,Full Metal Platform Bed,56.5 X 78 X 39.25H,2048TW-1
2048TW-1,Twin Metal Platform Bed,HB: 39.5H  FB: 25.75H,2048TW-1
2049T-1,Twin Metal Platform Bed,HB: 35.5H  FB: 24.5H,2049T-1
2050T-1,Twin Metal Platform Bed,HB: 35.5H  FB: 24.5H,2050T-1
2051TBK-1,Twin Metal Platform Bed,HB: 40.5H  FB: 25.75H,2051TBK-1
2052TW-1,Twin Metal Platform Bed,HB: 40.5H  FB: 27.75H,2052TW-1
2119TBK-1*,Twin Bed,HB: 57H FB: 20H,2119TBK-1*
2119BK-4,Night Stand,23.75 x 17 x 25.25H,2119TBK-1*
2119BK-5,Dresser,56 x 18 x 38H,2119TBK-1*
2119BK-6,Mirror,37.5 x 2.25 x 42.25H,2119TBK-1*
2119BK-9,Chest,36 x 17 x 50.5H,2119TBK-1*
2119BK-11,TV Chest,44 x 18 x 38.5H,2119TBK-1*
2119BK-15,Writing Desk,46.5 x 23.5 x 30.25H,2119TBK-1*
2119TW-1*,Twin Bed,HB: 57H FB: 20H,2119TW-1*
2119W-4,Night Stand,23.75 x 17 x 25.25H,2119TW-1*
2119W-5,Dresser,56 x 18 x 38H,2119TW-1*
2119W-6,Mirror,37.5 x 2.25 x 42.25H,2119TW-1*
2119W-9,Chest,36 x 17 x 50.5H,2119TW-1*
2119W-11,TV Chest,44 x 18 x 38.5H,2119TW-1*
2119W-15,Writing Desk,46.5 x 23.5 x 30.25H,2119TW-1*
2145K-1CK*,California King,HB: 52H FB: 14H,2145T-1*
2145K-1EK*,Eastern King,HB: 52H FB: 14H,2145T-1*
2145-1*,Queen Bed,HB: 52H FB: 14H,2145T-1*
2145F-1*,Full Bed,HB: 52H FB: 14H,2145T-1*
2145T-1*,Twin Bed,HB: 52H  FB:14H,2145T-1*
2145-4,Night Stand,23.5 x 16.25 x 24.5H,2145T-1*
2145-5,Dresser,58 x 16.25 x 36.5H,2145T-1*
2145-6,Mirror,37.5 x 1 x 37.5H,2145T-1*
2145-9,Chest,35.5 x 16.25 x 48.75H,2145T-1*
2147K-1CK*,California King Sleigh Bed,HB: 47.25H FB: 26.5H,2147T-1 *
2147K-1EK*,Eastern King Sleigh Bed,HB: 47.25H FB: 26.5H,2147T-1 *
2147-1*,Queen Sleigh Bed,HB: 47.25H FB: 26.5H,2147T-1 *
2147F-1*,Full Sleigh Bed,HB: 47.25H FB: 26.5H,2147T-1 *
2147T-1*,Twin Sleigh Bed,HB: 47.25H FB: 26.5H,2147T-1 *
2147-4,Night Stand,21.5 x 15.75 x 23.75H,2147T-1 *
2147-5,Dresser,58.25 x 15.75 x 33H,2147T-1 *
2147-6,Mirror,38.25 x 0.75 x 38.25H,2147T-1 *
2147-9,Chest,31.25 x 15.75 x 48.25H,2147T-1 *
2147-12,"Lingerie Chest, Hidden Drawer",21.5 x 15.75 x 56H,2147T-1 *
2147KBK-1CK*,California King Sleigh Bed,HB: 47.25H FB: 26.5H,2147TBK-1*
2147KBK-1EK*,Eastern King Sleigh Bed,HB: 47.25H FB: 26.5H,2147TBK-1*
2147BK-1*,Queen Sleigh Bed,HB: 47.25H FB: 26.5H,2147TBK-1*
2147FBK-1*,Full Sleigh Bed,HB: 47.25H FB: 26.5H,2147TBK-1*
2147TBK-1*,Twin Sleigh Bed,HB: 47.25H FB: 26.5H,2147TBK-1*
2147BK-4,Night Stand,21.5 x 15.75 x 23.75H,2147TBK-1*
2147BK-5,Dresser,58.25 x 15.75 x 33H,2147TBK-1*
2147BK-6,Mirror,38.25 x 0.75 x 38.25H,2147TBK-1*
2147BK-9,Chest,31.25 x 15.75 x 48.25H,2147TBK-1*
2147BK-12,"Lingerie Chest, Hidden Drawer",21.5 x 15.75 x 56H,2147TBK-1*
2147KSG-1CK*,California King Sleigh Bed,HB: 47.25H FB: 26.5H,2147TSG-1 *
2147KSG-1EK*,Eastern King Sleigh Bed,HB: 47.25H FB: 26.5H,2147TSG-1 *
2147SG-1*,Queen Sleigh Bed,HB: 47.25H FB: 26.5H,2147TSG-1 *
2147FSG-1*,Full Sleigh Bed,HB: 47.25H FB: 26.5H,2147TSG-1 *
2147TSG-1*,Twin Sleigh Bed,HB: 47.25H FB: 26.5H,2147TSG-1 *
2147SG-4,Night Stand,21.5 x 15.75 x 23.75H,2147TSG-1 *
2147SG-5,Dresser,58.25 x 15.75 x 33H,2147TSG-1 *
2147SG-6,Mirror,38.25 x 0.75 x 38.25H,2147TSG-1 *
2147SG-9,Chest,31.25 x 15.75 x 48.25H,2147TSG-1 *
2147SG-12,"Lingerie Chest, Hidden Drawer",21.5 x 15.75 x 56H,2147TSG-1 *
2147KW-1CK*,California King Sleigh Bed,HB: 47.25H FB: 26.5H,2147TW-1*
2147KW-1EK*,Eastern King Sleigh Bed,HB: 47.25H FB: 26.5H,2147TW-1*
2147W-1*,Queen Sleigh Bed,HB: 47.25H FB: 26.5H,2147TW-1*
2147FW-1*,Full Sleigh Bed,HB: 47.25H FB: 26.5H,2147TW-1*
2147TW-1*,Twin Sleigh Bed,HB: 47.25H FB: 26.5H,2147TW-1*
2147W-4,Night Stand,21.5 x 15.75 x 23.75H,2147TW-1*
2147W-5,Dresser,58.25 x 15.75 x 33H,2147TW-1*
2147W-6,Mirror,38.25 x 0.75 x 38.25H,2147TW-1*
2147W-9,Chest,31.25 x 15.75 x 48.25H,2147TW-1*
2147W-12,"Lingerie Chest, Hidden Drawer",21.5 x 15.75 x 56H,2147TW-1*
2220K-1CK*,California King Platform Bed,HB: 44.5H FB: 13.5H,2220T-1*
2220K-1EK*,Eastern King Platform Bed,HB: 44.5H FB: 13.5H,2220T-1*
2220-1*,Queen Platform Bed,HB: 44.5H FB: 13.5H,2220T-1*
2220F-1*,Full Platform Bed,HB: 44.5H FB: 13.5H,2220T-1*
2220T-1*,Twin Platform Bed,HB: 44.5H FB: 13.5H,2220T-1*
2220-4,Night Stand,21.25 x 16 x 22H,2220T-1*
2220-5,Dresser,56.25 x 16 x 32.25H,2220T-1*
2220-6,Mirror,28.75 x 0.75 x 38.75H,2220T-1*
2220-9,Chest,29.75 x 16 x 46.5H,2220T-1*
4791PU,Elegant Lounger,Sofa: 71 x 35 x 31H Bed: 71 x 43 x 15H,4791PU
4802MFR,Elegant Lounger,Sofa: 83.5 x 32 x 34.5H Bed: 83.5 x 50.5 x 26H,4802MFR
4803BLK*,Elegant Lounger,Sofa: 82.5 x 32 x 32H Bed:  82.5 x 67 x 24H,4803BLK*
4809CH,Elegant Lounger,Sofa: 70.5 x 36 x 35H Bed: 70.5 x 49 x 19.5H,4809CH
4823BR,Elegant Lounger,Sofa: 70.5 x 33.5 x 30.5H Bed: 70.5 x 42.25 x 15.5H,4823BR
4823GP,Elegant Lounger,Sofa: 70.5 x 33.5 x 30.5H Bed: 70.5 x 42.25 x 15.5H,4823GP
4829DB*,Elegant Lounger,Sofa: 82.5 x 32 x 34.75H Bed:  82.5 x 43 x 24H,4829DB*
4829LN*,Elegant Lounger,Sofa: 82.5 x 32 x 34.75H Bed:  82.5 x 43 x 24H,4829LN*
4838*,Elegant Lounger,Sofa: 82.5 x 32 x 34.75H Bed:  82.5 x 68 x 25.5H,4838*
4949BK*,Daybed with Trundle,Daybed: 82 x 41 x 36.5H Trundle: 75.5 x 40.25 x 11.75H,4949BK
4949BK*,Daybed with Trundle,Daybed: 82 x 41 x 36.5H Trundle: 75.5 x 40.25 x 11.75H,4949BK*
4949DBR*,Daybed with Trundle,Daybed: 82 x 41 x 36.5H Trundle: 75.5 x 40.25 x 11.75H,4949BK*
4949BK*,Daybed with Trundle,Daybed: 82 x 41 x 36.5H Trundle: 75.5 x 40.25 x 11.75H,4949DBR*
4949DBR*,Daybed with Trundle,Daybed: 82 x 41 x 36.5H Trundle: 75.5 x 40.25 x 11.75H,4949DBR*
4950*,Daybed with Trundle,Daybed: 80.75 x 40.5 x 39.5H Trundle: 75.75 x 40.5 x 12.25H,4950
4950GY*,Daybed with Trundle,Daybed: 80.75 x 40.5 x 39.5H Trundle: 75.75 x 40.5 x 12.25H,4950GY
4956PU*,Daybed with Trundle,Daybed: 89.5 x 43 x 40.5H Trundle: 76.5 x 41 x 11.75H,4956PU
4960DB-NT,Metal Daybed with Trundle ,Daybed: 79 x 39.75 x 42H Trundle:   74 x 39 x 6H,4960DB-NT
4961DB-NT,Metal Daybed with Trundle,Daybed: 80 x 40.5 x 46.5H Trundle:   74 x 39 x 6H,4961DB-NT
4962DB-NT,Metal Daybed with Trundle,Daybed: 80.75 x 41.75 x 43.25H Trundle:   74 x 39 x 6H,4962DB-NT
4964BK-NT,Metal Daybed with Trundle,Daybed: 82.5 x 42 x 42H Trundle: 76.75 x 41 x 4.25H,4964BK-NT
4965W-NT,Metal Daybed with Trundle,Daybed: 82.5 x 42 x 42H Trundle: 76.75 x 41 x 4.25H,4965W-NT
4966*,Daybed with Trundle,Daybed: 83.75 x 44 x 41.25H  Trundle: 75.75 x 40.25 x 11.75H,4966
4966BR*,Daybed with Trundle,Daybed: 83.75 x 44 x 41.25H Trundle: 75.75 x 40.25 x 11.75H,4966BR
4966DG*,Daybed with Trundle,Daybed: 83.75 x 44 x 41.25H Trundle: 75.75 x 40.25 x 11.75H,4966DG
4967BK-NT,Metal Daybed with Trundle,Daybed: 82 x 40.5 x 43.25H   Trundle: 76.75 x 40.25 x 4.25H,4967BK-NT
4968BK-NT,Metal Daybed with Trundle,Daybed: 82 x 41.75 x 48.25H Trundle: 76.75 x 40.25 x 4.25H,4968BK-NT
4969BU*,"Daybed with Trundle, Blue",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969BU*
4969CH*,"Daybed with Trundle, Chocolate",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969BU*
4969GY*,"Daybed with Trundle, Grey",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969BU*
4969RD*,"Daybed with Trundle, Red",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969BU*
4969RN*,"Daybed with Trundle, Orange",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969BU*
4969BU*,"Daybed with Trundle, Blue",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969CH*
4969CH*,"Daybed with Trundle, Chocolate",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969CH*
4969GY*,"Daybed with Trundle, Grey",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969CH*
4969RD*,"Daybed with Trundle, Red",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969CH*
4969RN*,"Daybed with Trundle, Orange",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969CH*
4969BU*,"Daybed with Trundle, Blue",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969GY*
4969CH*,"Daybed with Trundle, Chocolate",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969GY*
4969GY*,"Daybed with Trundle, Grey",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969GY*
4969RD*,"Daybed with Trundle, Red",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969GY*
4969RN*,"Daybed with Trundle, Orange",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969GY*
4969BU*,"Daybed with Trundle, Blue",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969RD*
4969CH*,"Daybed with Trundle, Chocolate",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969RD*
4969GY*,"Daybed with Trundle, Grey",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969RD*
4969RD*,"Daybed with Trundle, Red",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969RD*
4969RN*,"Daybed with Trundle, Orange",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969RD*
4969BU*,"Daybed with Trundle, Blue",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969RN*
4969CH*,"Daybed with Trundle, Chocolate",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,4969RN*
